T         <M>             <M^2>           <M^4>       U_{Binder}        \chi         C_v(tot)         <E>           <E_{exc}>     <E_{lsf}>
0330 1.98762916E+00 3.95067162E+00 1.56078369E+01 6.66666012E-01 5.86837676E-04 1.14755711E+00 -1.27725209E+01 -1.27725209E+01 0.00000000E+00
0350 1.97161227E+00 3.88725719E+00 1.51108036E+01 6.66665892E-01 6.44036878E-04 1.19148093E+00 -1.26337244E+01 -1.26337244E+01 0.00000000E+00
0370 1.95534227E+00 3.82336527E+00 1.46181507E+01 6.66666013E-01 5.05754915E-04 1.22281599E+00 -1.24939392E+01 -1.24939392E+01 0.00000000E+00
0390 1.93838652E+00 3.75734555E+00 1.41176945E+01 6.66665511E-01 8.33022472E-04 1.15275388E+00 -1.23535222E+01 -1.23535222E+01 0.00000000E+00
0410 1.92114448E+00 3.69080032E+00 1.36220691E+01 6.66665147E-01 1.02451568E-03 1.08603728E+00 -1.22116643E+01 -1.22116643E+01 0.00000000E+00
0430 1.90365492E+00 3.62390573E+00 1.31327462E+01 6.66665309E-01 8.56286528E-04 1.12311601E+00 -1.20689236E+01 -1.20689236E+01 0.00000000E+00
0450 1.88682797E+00 3.56012405E+00 1.26745440E+01 6.66665069E-01 9.46182242E-04 1.20735849E+00 -1.19245305E+01 -1.19245305E+01 0.00000000E+00
0470 1.86875429E+00 3.49224699E+00 1.21958505E+01 6.66664986E-01 9.34715928E-04 1.14285854E+00 -1.17793356E+01 -1.17793356E+01 0.00000000E+00
0490 1.85090104E+00 3.42583892E+00 1.17364307E+01 6.66665010E-01 8.67054494E-04 1.21504267E+00 -1.16328883E+01 -1.16328883E+01 0.00000000E+00
0510 1.83216903E+00 3.35684840E+00 1.12684989E+01 6.66664662E-01 9.87778842E-04 1.16468620E+00 -1.14847866E+01 -1.14847866E+01 0.00000000E+00
0530 1.81378244E+00 3.28981170E+00 1.08229260E+01 6.66664663E-01 9.31032839E-04 1.18403576E+00 -1.13354977E+01 -1.13354977E+01 0.00000000E+00
0550 1.79435232E+00 3.21970891E+00 1.03666372E+01 6.66663074E-01 1.57430214E-03 1.20121347E+00 -1.11846289E+01 -1.11846289E+01 0.00000000E+00
0570 1.77525722E+00 3.15154617E+00 9.93234400E+00 6.66663286E-01 1.39896513E-03 1.24645150E+00 -1.10320904E+01 -1.10320904E+01 0.00000000E+00
0590 1.75517083E+00 3.08063360E+00 9.49041351E+00 6.66662797E-01 1.51162926E-03 1.26926025E+00 -1.08775129E+01 -1.08775129E+01 0.00000000E+00
0610 1.73478003E+00 3.00947087E+00 9.05702451E+00 6.66662633E-01 1.48987024E-03 1.32620373E+00 -1.07218164E+01 -1.07218164E+01 0.00000000E+00
0630 1.71361303E+00 2.93648251E+00 8.62308110E+00 6.66660807E-01 2.04396957E-03 1.21600932E+00 -1.05632759E+01 -1.05632759E+01 0.00000000E+00
0650 1.69282385E+00 2.86566424E+00 8.21216527E+00 6.66661238E-01 1.79085947E-03 1.28962982E+00 -1.04033521E+01 -1.04033521E+01 0.00000000E+00
0670 1.67153147E+00 2.79403065E+00 7.80675437E+00 6.66660385E-01 1.96312746E-03 1.39248822E+00 -1.02410429E+01 -1.02410429E+01 0.00000000E+00
0690 1.64885344E+00 2.71872983E+00 7.39162399E+00 6.66660709E-01 1.75693412E-03 1.37553172E+00 -1.00766511E+01 -1.00766511E+01 0.00000000E+00
0710 1.62491758E+00 2.64037341E+00 6.97174331E+00 6.66658463E-01 2.28445551E-03 1.31247497E+00 -9.90940068E+00 -9.90940068E+00 0.00000000E+00
0730 1.60214574E+00 2.56688650E+00 6.58906566E+00 6.66658605E-01 2.12269045E-03 1.38402656E+00 -9.74010856E+00 -9.74010856E+00 0.00000000E+00
0750 1.57799966E+00 2.49009907E+00 6.20075413E+00 6.66658024E-01 2.14908563E-03 1.39947388E+00 -9.56714889E+00 -9.56714889E+00 0.00000000E+00
0770 1.55218394E+00 2.40930066E+00 5.80497639E+00 6.66652499E-01 3.32800996E-03 1.54500347E+00 -9.39150910E+00 -9.39150910E+00 0.00000000E+00
0790 1.52737655E+00 2.33290411E+00 5.44267448E+00 6.66652402E-01 3.15500093E-03 1.54843954E+00 -9.21331747E+00 -9.21331747E+00 0.00000000E+00
0810 1.50114151E+00 2.25344737E+00 5.07821906E+00 6.66653932E-01 2.65379440E-03 1.36977072E+00 -9.03093371E+00 -9.03093371E+00 0.00000000E+00
0830 1.47161027E+00 2.16565905E+00 4.69027177E+00 6.66652974E-01 2.67637509E-03 1.46624522E+00 -8.84550305E+00 -8.84550305E+00 0.00000000E+00
0850 1.44305656E+00 2.08244246E+00 4.33681822E+00 6.66647326E-01 3.54809314E-03 1.46856214E+00 -8.65534752E+00 -8.65534752E+00 0.00000000E+00
0870 1.41363035E+00 1.99838798E+00 3.99385178E+00 6.66641856E-01 4.27001000E-03 1.66505369E+00 -8.46198802E+00 -8.46198802E+00 0.00000000E+00
0890 1.38205816E+00 1.91011435E+00 3.64876304E+00 6.66646001E-01 3.31819137E-03 1.56855308E+00 -8.26434570E+00 -8.26434570E+00 0.00000000E+00
0910 1.34848896E+00 1.81845508E+00 3.30701600E+00 6.66642765E-01 3.57568757E-03 1.66820111E+00 -8.06007474E+00 -8.06007474E+00 0.00000000E+00
0930 1.31237463E+00 1.72236001E+00 2.96675010E+00 6.66641261E-01 3.52378100E-03 1.63699289E+00 -7.85254956E+00 -7.85254956E+00 0.00000000E+00
0950 1.27594303E+00 1.62806358E+00 2.65080559E+00 6.66639682E-01 3.46317393E-03 1.69372608E+00 -7.63741276E+00 -7.63741276E+00 0.00000000E+00
0970 1.23438107E+00 1.52374004E+00 2.32204803E+00 6.66628720E-01 4.46669904E-03 1.65606693E+00 -7.41820967E+00 -7.41820967E+00 0.00000000E+00
0990 1.19010715E+00 1.41640938E+00 2.00652356E+00 6.66615487E-01 5.47783121E-03 1.96546659E+00 -7.19043029E+00 -7.19043029E+00 0.00000000E+00
1010 1.14403793E+00 1.30890079E+00 1.71362955E+00 6.66587231E-01 7.70862652E-03 1.82582897E+00 -6.95612937E+00 -6.95612937E+00 0.00000000E+00
1030 1.09429742E+00 1.19754936E+00 1.43442367E+00 6.66597121E-01 6.05746288E-03 1.97153474E+00 -6.71415517E+00 -6.71415517E+00 0.00000000E+00
1050 1.03776980E+00 1.07704643E+00 1.16037445E+00 6.66567405E-01 7.62940761E-03 1.87735789E+00 -6.46174653E+00 -6.46174653E+00 0.00000000E+00
1070 9.75678948E-01 9.52045710E-01 9.06756641E-01 6.66532211E-01 8.98184089E-03 1.97783790E+00 -6.19801982E+00 -6.19801982E+00 0.00000000E+00
1090 8.99416528E-01 8.09079240E-01 6.55026408E-01 6.66454229E-01 1.18246450E-02 2.21477730E+00 -5.92296309E+00 -5.92296309E+00 0.00000000E+00
1110 8.14047461E-01 6.62853373E-01 4.39850972E-01 6.66305261E-01 1.61928813E-02 2.25113747E+00 -5.63436587E+00 -5.63436587E+00 0.00000000E+00
1130 7.08265793E-01 5.01886569E-01 2.52386299E-01 6.66010070E-01 2.17379170E-02 2.57834292E+00 -5.32637409E+00 -5.32637409E+00 0.00000000E+00
1150 5.52092468E-01 3.05451634E-01 9.40701045E-02 6.63917835E-01 5.60207008E-02 2.71110397E+00 -4.99123155E+00 -4.99123155E+00 0.00000000E+00
1170 2.32647562E-01 5.77504545E-02 3.96917817E-03 6.03294222E-01 3.09252032E-01 2.60802563E+00 -4.61953212E+00 -4.61953212E+00 0.00000000E+00
1190 6.63501376E-02 5.10196464E-03 4.13672099E-05 4.70263270E-01 5.86732608E-02 1.57927456E+00 -4.37173817E+00 -4.37173817E+00 0.00000000E+00
1210 4.19424227E-02 2.07256594E-03 7.13635921E-06 4.46218129E-01 2.58484774E-02 1.33020580E+00 -4.19744759E+00 -4.19744759E+00 0.00000000E+00
1230 3.25312946E-02 1.24340281E-03 2.51123258E-06 4.58570401E-01 1.50198417E-02 1.15760177E+00 -4.04581132E+00 -4.04581132E+00 0.00000000E+00
1250 2.81883968E-02 9.26867226E-04 1.33468076E-06 4.82129596E-01 1.05611620E-02 9.76573048E-01 -3.91199587E+00 -3.91199587E+00 0.00000000E+00
1270 2.30904877E-02 6.29562060E-04 6.76203729E-07 4.31305261E-01 7.57455799E-03 9.80424966E-01 -3.79129017E+00 -3.79129017E+00 0.00000000E+00
1290 2.13710438E-02 5.35648552E-04 4.67476201E-07 4.56901778E-01 6.10602618E-03 8.64225125E-01 -3.68070868E+00 -3.68070868E+00 0.00000000E+00
1310 1.97444180E-02 4.52676289E-04 3.21953332E-07 4.76283599E-01 4.78682656E-03 8.21794779E-01 -3.57807533E+00 -3.57807533E+00 0.00000000E+00
1330 1.79390257E-02 3.81045753E-04 2.44327679E-07 4.39084859E-01 4.44492850E-03 6.93315472E-01 -3.48275574E+00 -3.48275574E+00 0.00000000E+00
1350 1.69658274E-02 3.41184653E-04 1.97667280E-07 4.33976378E-01 3.94353228E-03 6.84486815E-01 -3.39351779E+00 -3.39351779E+00 0.00000000E+00
1370 1.57505635E-02 2.93784542E-04 1.46962833E-07 4.32418307E-01 3.32934626E-03 6.34622936E-01 -3.31052707E+00 -3.31052707E+00 0.00000000E+00
1390 1.52228321E-02 2.71186089E-04 1.19510801E-07 4.58309668E-01 2.83250682E-03 6.63875926E-01 -3.23162493E+00 -3.23162493E+00 0.00000000E+00
1410 1.42476420E-02 2.39608161E-04 9.77936910E-08 4.32211788E-01 2.59141577E-03 5.76084741E-01 -3.15803504E+00 -3.15803504E+00 0.00000000E+00
1430 1.35758107E-02 2.18096714E-04 8.18294599E-08 4.26557093E-01 2.35845236E-03 5.37568522E-01 -3.08636424E+00 -3.08636424E+00 0.00000000E+00
1450 1.32767200E-02 2.09509996E-04 7.52855436E-08 4.28283352E-01 2.28769765E-03 4.97009350E-01 -3.01945603E+00 -3.01945603E+00 0.00000000E+00
1470 1.28183609E-02 1.94578543E-04 6.26536415E-08 4.48386144E-01 2.05490310E-03 4.81813044E-01 -2.95585936E+00 -2.95585936E+00 0.00000000E+00
1490 1.26666241E-02 1.89252631E-04 6.12449455E-08 4.30012742E-01 1.92960526E-03 4.78681236E-01 -2.89505173E+00 -2.89505173E+00 0.00000000E+00
1510 1.19255212E-02 1.66667946E-04 4.54508009E-08 4.54598761E-01 1.61592988E-03 4.42878149E-01 -2.83654948E+00 -2.83654948E+00 0.00000000E+00
1530 1.15863669E-02 1.58337257E-04 4.16476039E-08 4.46264294E-01 1.57155113E-03 4.33003387E-01 -2.78212053E+00 -2.78212053E+00 0.00000000E+00
1550 1.12148598E-02 1.49631903E-04 3.83686406E-08 4.28775584E-01 1.53617207E-03 4.56644070E-01 -2.72854671E+00 -2.72854671E+00 0.00000000E+00
1570 1.10595926E-02 1.45513402E-04 3.62603788E-08 4.29172230E-01 1.47464911E-03 3.92807415E-01 -2.67759360E+00 -2.67759360E+00 0.00000000E+00
1600 1.07433652E-02 1.36589767E-04 3.15678722E-08 4.35988805E-01 1.32044650E-03 3.86089379E-01 -2.60606026E+00 -2.60606026E+00 0.00000000E+00
