T         <M>             <M^2>           <M^4>       U_{Binder}        \chi         C_v(tot)         <E>           <E_{exc}>     <E_{lsf}>
0010 2.22664750E+00 4.95795911E+00 2.45813585E+01 6.66666666E-01 1.45809532E-05 1.00009763E+00 -1.48858657E+01 -1.48858657E+01 0.00000000E+00
0030 2.21273268E+00 4.89618594E+00 2.39726371E+01 6.66666662E-01 5.50257668E-05 1.04588877E+00 -1.47586434E+01 -1.47586434E+01 0.00000000E+00
0050 2.19873428E+00 4.83443251E+00 2.33717387E+01 6.66666652E-01 1.05996083E-04 1.08202405E+00 -1.46309325E+01 -1.46309325E+01 0.00000000E+00
0070 2.18468187E+00 4.77283497E+00 2.27799553E+01 6.66666642E-01 1.23680696E-04 1.02450428E+00 -1.45025763E+01 -1.45025763E+01 0.00000000E+00
0090 2.17023686E+00 4.70992822E+00 2.21834273E+01 6.66666614E-01 2.05043212E-04 1.02770286E+00 -1.43736213E+01 -1.43736213E+01 0.00000000E+00
0110 2.15598456E+00 4.64826962E+00 2.16064145E+01 6.66666605E-01 1.94742872E-04 1.05272785E+00 -1.42440616E+01 -1.42440616E+01 0.00000000E+00
0130 2.14152680E+00 4.58613734E+00 2.10326611E+01 6.66666582E-01 2.24819112E-04 1.10844667E+00 -1.41139625E+01 -1.41139625E+01 0.00000000E+00
0150 2.12686702E+00 4.52356367E+00 2.04626344E+01 6.66666566E-01 2.27036951E-04 1.05232324E+00 -1.39831320E+01 -1.39831320E+01 0.00000000E+00
0170 2.11207973E+00 4.46088141E+00 1.98994742E+01 6.66666478E-01 3.70321543E-04 1.03716013E+00 -1.38516239E+01 -1.38516239E+01 0.00000000E+00
0190 2.09714342E+00 4.39801103E+00 1.93425101E+01 6.66666511E-01 2.70132605E-04 1.02088490E+00 -1.37194654E+01 -1.37194654E+01 0.00000000E+00
0210 2.08226156E+00 4.33581394E+00 1.87992954E+01 6.66666438E-01 3.53245349E-04 1.13027115E+00 -1.35865323E+01 -1.35865323E+01 0.00000000E+00
0230 2.06665584E+00 4.27106732E+00 1.82420327E+01 6.66666363E-01 4.22193353E-04 1.10272231E+00 -1.34528814E+01 -1.34528814E+01 0.00000000E+00
0250 2.05154228E+00 4.20882658E+00 1.77142355E+01 6.66666399E-01 3.37728325E-04 1.03347400E+00 -1.33184245E+01 -1.33184245E+01 0.00000000E+00
0270 2.03556919E+00 4.14354335E+00 1.71689751E+01 6.66666209E-01 5.25896952E-04 1.08149769E+00 -1.31832126E+01 -1.31832126E+01 0.00000000E+00
0290 2.02008508E+00 4.08074515E+00 1.66525040E+01 6.66666207E-01 4.84603982E-04 1.12635774E+00 -1.30473168E+01 -1.30473168E+01 0.00000000E+00
0310 2.00388487E+00 4.01555650E+00 1.61247249E+01 6.66666027E-01 6.20107416E-04 1.05351430E+00 -1.29102378E+01 -1.29102378E+01 0.00000000E+00
